rank,headword,part of speech,frequency,dispersion
4518,ambargo,n,737,0.80
4519,çevreci,n,770,0.76
4520,ahiret,n,758,0.78
4521,hara,n,738,0.80
4522,tişört,n,819,0.72
4523,meta,n,708,0.83
4524,takı,n,697,0.84
4525,suskun,adj,695,0.84
4526,uslu,adj,688,0.85
4527,sandal,n,778,0.75
4529,kesici,n,746,0.78
4530,sapık,adj,673,0.87
4531,üvey,adj,663,0.88
4532,kısık,adj,743,0.79
4533,broşür,n,662,0.88
4534,trajedi,n,677,0.86
4535,saflık,n,656,0.89
4536,ibret,n,687,0.85
4537,çılgınlık,n,658,0.88
4538,pusula,n,662,0.88
4539,deha,n,713,0.82
4540,öyküle,v,731,0.80
4541,alim,n,706,0.82
4542,alkollü,adj,829,0.70
4543,tas,n,670,0.87
4544,araştırıcı,n,802,0.72
4546,lokal,adj,735,0.79
4547,mülteci,n,810,0.71
4548,anadil,n,723,0.80
4549,ikamet,n,726,0.80
4550,küfret,v,653,0.88
4551,istikrarsızlık,n,766,0.75
4552,sansür,n,712,0.81
4553,arkeoloji,n,696,0.83
4554,feminist,n,718,0.80
4555,hazırlıklı,adj,619,0.93
4556,tecrübeli,adj,874,0.66
4557,dana,n,693,0.83
4558,balta,n,655,0.88
4559,iltifat,n,656,0.88
4560,sefalet,n,642,0.89
4561,somutlaş,v,664,0.86
4565,kadınlık,n,682,0.84
4566,makarna,n,683,0.84
4567,manastir,n,774,0.74
4568,erik,n,678,0.84
4569,azami,adj,661,0.87
4570,zerre,n,656,0.87
4571,enkaz,n,663,0.87
4572,sakar,adj,635,0.90
4573,ekin,n,654,0.88
4574,kurumsallaş,v,696,0.82
4575,prosedür,n,734,0.78
4576,ikame,n,768,0.74
4577,terazi,n,880,0.65
4578,siç,v,690,0.83
4579,travma,n,746,0.76
4580,uyarıcı,n,736,0.77
4581,savunucu,n,643,0.89
4582,denizci,n,653,0.87
4583,dramatik,adj,678,0.84
4584,yıprat,v,648,0.88
4585,vedalaş,v,667,0.85
4586,forma,n,1708,0.33
4587,sığır,n,741,0.77
4588,elit,n,660,0.86
4589,ekol,n,701,0.81
4591,ambulans,n,638,0.89
4592,satranç,n,693,0.82
4593,serinlik,n,695,0.81
4594,cılız,adj,639,0.88
4595,oya,n,670,0.84
4596,takviye,n,643,0.88
4597,musluk,n,651,0.87
4598,çalgi,n,688,0.82
4599,mazlum,adj,637,0.89
4600,mikroorganizma,n,879,0.64
4601,müsteşarlık,n,771,0.73
4602,portföy,n,942,0.60
4603,kahvehane,n,682,0.83
4605,teyit,n,642,0.88
4606,dolaysız,adj,695,0.81
4607,çehre,n,665,0.85
4608,tazele,v,622,0.91
4609,asfalt,n,657,0.86
4610,lüzum,n,618,0.91
4611,alçal,v,649,0.87
4612,yapılı,adj,676,0.83
4613,kısacık,adj,667,0.84
4614,ölümsüz,adj,641,0.88
4615,direktif,n,790,0.71
4616,aşçı,n,717,0.78
4617,parfüm,n,657,0.85
4618,kanepe,n,705,0.80
4619,yaratılış,n,726,0.77
4620,sağcı,n,689,0.81
4621,mantıksal,adj,737,0.76
4622,fren,n,624,0.90
4623,tetik,n,660,0.85
4624,ılımlı,adj,671,0.84
4625,eklemle,v,703,0.80
4626,yapayalnız,adj,672,0.83
4627,öpücük,n,684,0.82
4628,bot,n,695,0.81
4629,harbiye,n,671,0.83
4630,şükret,v,693,0.81
4631,hafız,n,669,0.84
4632,kılıf,n,616,0.91
4633,kandil,n,668,0.84
4634,başucu,n,685,0.82
4635,iskemle,n,701,0.80
4636,çıkarım,n,676,0.83
4637,akçe,n,685,0.82
4638,birarada,adv,655,0.85
4639,cömert,adj,635,0.88
4640,titreşim,n,687,0.81
4641,elektrikli,adj,637,0.87
4642,endişelen,v,625,0.89
4643,bolluk,n,615,0.91
4644,traktör,n,631,0.88
4646,rutin,adj,640,0.87
4647,romanci,n,759,0.73
4648,esaslı,adj,626,0.89
4649,ölümcül,adj,618,0.90
4650,manyetik,adj,767,0.72
4651,gecelik,n,652,0.85
4652,nicelik,n,649,0.85
4653,çekmece,n,705,0.79
4654,buzul,n,665,0.83
4655,daimi,adj,656,0.85
4656,hareketsiz,adj,624,0.89
4657,kuşkulan,v,672,0.82
4658,tereyağı,n,966,0.57
4659,gelişmişlik,n,725,0.76
4660,susuz,adj,639,0.87
4661,müdafaa,n,640,0.86
4662,ayrıcalıklı,adj,611,0.91
4663,saldırganlık,n,635,0.87
4664,besbelli,adj,662,0.84
4665,kestane,n,635,0.87
4666,dona,v,625,0.88
4668,salgıla,v,817,0.68
4669,sağlayıcı,n,872,0.63
4670,cehalet,n,629,0.88
4671,telif,n,638,0.86
4672,huysuz,adj,708,0.78
4674,kebap,n,640,0.86
4675,dimdik,adj,644,0.86
4677,uyumsuzluk,n,652,0.85
4678,arabesk,n,732,0.75
4679,pavyon,n,640,0.86
4680,doktrin,n,652,0.84
4681,çayır,n,678,0.81
4682,yapılaş,v,652,0.84
4683,aciz,adj,606,0.90
4684,tatbikat,n,683,0.80
4685,buharlaş,v,735,0.74
4686,dikdörtgen,n,731,0.75
4687,yanılsama,n,664,0.82
4688,esinti,n,642,0.85
4689,serum,n,873,0.63
4690,değirmen,n,634,0.86
4691,paralellik,n,623,0.88
4692,yeniçeri,n,665,0.82
4693,çiğ,adj,620,0.88
4694,mama,n,712,0.77
4695,akis,n,599,0.91
4696,sevecen,adj,623,0.87
4697,viski,n,648,0.84
4698,kur,n,989,0.55
4699,tribün,n,1050,0.52
4700,bağışıklık,n,742,0.73
4701,usan,v,623,0.87
4702,muharebe,n,809,0.67
4703,anten,n,680,0.80
4704,hıçkır,v,682,0.80
4705,coşkulu,adj,623,0.87
4706,arzet,v,641,0.85
4707,nüsha,n,623,0.87
4708,ilerici,n,650,0.83
4709,kampüs,n,673,0.80
4710,mülakat,n,664,0.82
4711,çimen,n,643,0.84
4712,sodyum,n,875,0.62
4713,şölen,n,617,0.87
4714,pankart,n,674,0.80
4715,teyp,n,630,0.86
4716,tutarlılık,n,621,0.87
4717,tabur,n,1171,0.46
4718,yaşıt,n,597,0.90
4719,alaca,adj,640,0.84
4720,fahri,adj,662,0.81
4721,demle,v,653,0.82
4722,kota,n,797,0.68
4723,yeral,v,645,0.83
4724,şüphelen,v,605,0.89
4725,temenni,n,605,0.89
4726,imdat,n,596,0.90
4727,harçlık,n,610,0.88
4728,lafla,v,609,0.88
4729,vasiyet,n,606,0.88
4730,sual,n,626,0.86
4731,sonlan,v,638,0.84
4732,aşağılık,adj,607,0.88
4734,saydam,adj,599,0.89
4735,büyükelçilik,n,685,0.78
4736,büfe,n,610,0.88
4737,sedir,n,668,0.80
4738,tasavvur,n,672,0.79
4739,homojen,n,650,0.82
4740,tesadüfen,adv,586,0.91
4741,dalgalı,adj,608,0.88
4742,farz,n,695,0.77
4743,nezaret,n,667,0.80
4744,yaygınlık,n,617,0.86
4745,şifa,n,627,0.85
4746,yardımcılık,n,667,0.80
4747,paça,n,605,0.88
4748,geometri,n,704,0.75
4749,kaçamak,n,620,0.86
4750,bağlayıcı,n,635,0.83
4751,esne,v,627,0.85
4752,sözel,adj,656,0.81
4753,kabin,n,603,0.88
4754,vurus,n,773,0.68
4755,trajik,adj,613,0.86
4757,çağla,v,590,0.89
4758,devamlılık,n,601,0.88
4759,düzlük,n,602,0.88
4760,kütük,n,606,0.87
4761,alakalı,adj,617,0.85
4762,ütopya,n,648,0.81
4763,ortaöğretim,n,716,0.73
4764,sek,v,643,0.82
4765,harici,adj,629,0.84
4767,flört,n,727,0.72
4768,nutuk,n,596,0.88
4769,kuytu,adj,638,0.82
4770,leylek,n,992,0.53
4771,melodi,n,633,0.83
4772,sulh,n,594,0.88
4773,sekizinci,adj,573,0.91
4774,kirpik,n,657,0.80
4776,tufan,n,621,0.84
4777,istirap,n,608,0.86
4778,sos,n,893,0.59
4779,yönetsel,adj,707,0.74
4780,makbul,adj,598,0.87
4781,buruş,v,658,0.79
4782,dekan,n,652,0.80
4783,temsilcilik,n,616,0.85
4784,eşitle,v,581,0.90
4785,mazi,n,585,0.89
4786,girişimcilik,n,670,0.78
4787,hanedan,n,605,0.86
4788,besteci,n,873,0.60
4789,tescil,n,591,0.88
4790,meşrulaş,v,617,0.84
4791,düğümle,v,590,0.88
4792,ağar,v,730,0.71
4794,aldan,v,584,0.89
4795,bayi,n,739,0.70
4796,avantajlı,adj,620,0.84
4797,danıştay,n,667,0.78
4798,iftar,n,629,0.83
4799,yakıcı,adj,582,0.89
4800,kukla,n,604,0.86
4801,tatsız,adj,591,0.88
4802,pabuç,n,631,0.82
4803,güneşli,adj,598,0.87
4804,gerici,adj,671,0.77
4805,mazeret,n,594,0.87
4806,şer,n,615,0.84
4807,pist,n,625,0.83
4808,tabu,n,597,0.87
4809,seçici,n,617,0.84
4810,tuzla,v,616,0.84
4811,girtlak,n,598,0.87
4812,dokuzuncu,adj,567,0.91
4813,madam,n,619,0.84
4814,konjonktür,n,673,0.77
4815,imren,v,581,0.89
4816,ziyafet,n,593,0.87
4817,çekiç,n,772,0.67
4818,birleşim,n,608,0.85
4819,saygısızlık,n,563,0.92
4820,delilik,n,628,0.82
4821,pansiyon,n,615,0.84
4822,şikayetçi,n,603,0.85
4823,kavanoz,n,606,0.85
4824,psikiyatri,n,681,0.75
4825,kesinlik,n,601,0.86
4826,mahvet,v,572,0.90
4827,düzensizlik,n,604,0.85
4828,montaj,n,595,0.86
4829,daktilo,n,610,0.84
4830,paralı,adj,561,0.92
4831,olanca,det,606,0.85
4832,aksiyon,n,678,0.76
4833,irtica,n,712,0.72
4834,katalog,n,601,0.85
4835,baro,n,714,0.72
4836,kamaş,v,599,0.85
4837,küsur,adj,579,0.88
4838,meşe,n,641,0.80
4839,asayiş,n,612,0.84
4840,yas,n,574,0.89
4841,üzücü,adj,555,0.92
4842,misra,n,645,0.79
4843,ahenk,n,582,0.88
4844,oral,adj,698,0.73
4845,anavatan,n,597,0.86
4846,yaşayış,n,613,0.83
4847,harbi,adj,592,0.86
4848,menü,n,750,0.68
4849,birgün,n,616,0.83
4850,şehzade,n,653,0.78
4851,pano,n,633,0.80
4852,argüman,n,614,0.83
4853,satım,n,727,0.70
4854,diyalektik,n,627,0.81
4855,resmet,v,659,0.77
4856,analitik,adj,613,0.83
4857,kontenjan,n,623,0.82
4858,irfan,n,574,0.88
4859,sağduyu,n,575,0.88
4860,otomotiv,n,864,0.59
4861,ambalaj,n,797,0.63
4862,kak,v,581,0.87
4863,hergün,adv,638,0.79
4864,dezavantaj,n,610,0.83
4865,çöküntü,n,582,0.87
4866,afyon,n,592,0.85
4867,tetikle,v,582,0.87
4868,kuşkulu,adj,566,0.89
4869,kolesterol,n,684,0.74
4870,duyarlık,n,614,0.82
4871,isabetli,adj,567,0.89
4872,terminal,n,611,0.83
4873,beylik,n,656,0.77
4874,şahane,adj,654,0.77
4875,kuraklık,n,587,0.86
4876,helva,n,589,0.85
4877,rağbet,n,557,0.90
4878,hasat,n,767,0.66
4879,dizge,n,656,0.77
4880,tahıl,n,594,0.85
4881,öbek,n,652,0.77
4882,fotokopi,n,553,0.91
4883,mücevher,n,562,0.89
4884,yirminci,adj,562,0.89
4885,mangal,n,576,0.87
4886,ermiş,n,556,0.90
4887,rekabetçi,n,757,0.66
4888,direksiyon,n,577,0.87
4889,adaletsizlik,n,565,0.89
4890,derinlemesine,adv,554,0.90
4891,daracık,adj,599,0.83
4892,valiz,n,592,0.84
4893,belle,v,570,0.88
4894,salkım,n,576,0.87
4895,süzgeç,n,580,0.86
4896,hiyerarşik,adj,588,0.85
4897,topuk,n,578,0.86
4898,çelişkili,adj,550,0.90
4899,pasaj,n,577,0.86
4900,çiçekli,adj,594,0.84
4901,eşdeğer,n,642,0.77
4902,kavrayış,n,629,0.79
4903,tedarik,n,757,0.66
4904,doçent,n,626,0.79
4905,davetiye,n,549,0.90
4906,güncelle,v,760,0.65
4907,hıçkırık,n,617,0.80
4908,anlayışlı,adj,574,0.86
4909,baki,adj,557,0.89
4910,tomurcuk,n,762,0.65
4911,uçsuz,adj,583,0.85
4912,fonksiyonel,adj,612,0.81
4913,topal,adj,614,0.81
4914,dilenci,n,604,0.82
4915,kontrollü,adj,599,0.83
4916,mevzi,n,674,0.73
4917,nasihat,n,582,0.85
4918,lojman,n,585,0.84
4919,namuslu,adj,549,0.90
4920,çekingen,adj,561,0.88
4921,kilim,n,592,0.83
4922,musevi,n,611,0.81
4923,kaynana,n,596,0.83
4924,ampul,n,563,0.87
4925,süpürge,n,556,0.88
4926,harem,n,619,0.79
4927,ölümsüzlük,n,602,0.81
4928,hece,n,586,0.84
4929,branş,n,590,0.83
4930,inatçı,adj,555,0.88
4931,uzaylı,adj,671,0.73
4933,atasözü,n,542,0.90
4934,eldiven,n,603,0.81
4935,tanecik,n,706,0.69
4936,tramvay,n,584,0.84
4937,kavşak,n,623,0.78
4938,armut,n,580,0.84
4939,sendikal,adj,697,0.70
4940,bıyıklı,adj,576,0.84
4941,diktatörlük,n,585,0.83
4942,hırpala,v,617,0.79
4943,fahişe,n,564,0.86
4944,eczacı,n,586,0.83
4945,fişek,n,549,0.88
4946,facia,n,558,0.87
4947,anabilim,n,653,0.74
4948,antibiyotik,n,1054,0.46
4949,elçilik,n,570,0.85
4950,şahsen,adv,569,0.85
4951,kayaç,n,826,0.59
4952,stadyum,n,607,0.80
4953,kurumuş,adj,578,0.83
4954,öksür,v,601,0.80
4955,hudut,n,567,0.85
4956,yama,v,548,0.88
4957,kabir,n,596,0.81
4958,olta,n,643,0.75
4959,aidiyet,n,558,0.86
4960,envanter,n,589,0.82
4961,değnek,n,545,0.88
4962,sabahleyin,adv,552,0.87
4963,staj,n,561,0.86
4966,sirk,n,629,0.76
4967,emlak,n,680,0.71
4968,çocuksu,adj,567,0.85
4969,dinamizm,n,568,0.84
4970,ambar,n,556,0.86
4971,bilgelik,n,564,0.85
4972,yemyeşil,adj,568,0.84
4973,üçer,adj,522,0.92
4974,bitkin,adj,568,0.84
4975,iktisatçı,n,661,0.72
4976,kültürlü,adj,531,0.90
4977,kireç,n,603,0.79
4978,seferberlik,n,540,0.89
4979,düpedüz,adv,552,0.87
4980,hegemonya,n,596,0.80
4981,edebiyatçı,n,592,0.81
4982,ördek,n,550,0.87
4983,bildirge,n,566,0.84
4984,barbar,adj,550,0.87
4985,havuç,n,786,0.61
4986,loş,adj,583,0.82
4987,indeks,n,685,0.70
4988,çevirmen,n,597,0.80
4989,çalkala,v,588,0.81
4990,yağma,n,536,0.89
4991,terörizm,n,667,0.71
4992,spekülasyon,n,550,0.86
4993,fizikçi,n,639,0.74
4994,baskıcı,adj,562,0.85
4995,vefa,n,551,0.86
4996,soygun,n,554,0.86
4997,babacan,adj,688,0.69
4999,ast,n,625,0.76
5000,başkaldır,v,550,0.86
